id,character,readings,shapes,components,strokes,radical_reading,radical_character,drawing,unicode
5555,誑,cuống,⿰,言狂,14.0,ngôn,言,丶一一一丨フ一ノフノ一一丨一,U+8A91
5556,誥,cáo,⿰,言告,14.0,ngôn,言,丶一一一丨フ一ノ一丨一丨フ一,U+8AA5
5557,誦,tụng,⿰,言甬,14.0,ngôn,言,丶一一一丨フ一フ丶丨フ一一丨,U+8AA6
5558,誚,tiếu,⿰,言肖,14.0,ngôn,言,丶一一一丨フ一丨丶ノ丨フ一一,U+8A9A
5559,誣,vu,⿰,言巫,14.0,ngôn,言,丶一一一丨フ一一丨ノ丶ノ丶一,U+8AA3
5560,諄,chuân truân,⿰,言享,15.0,ngôn,言,丶一一一丨フ一丶一丨フ一フ丨一,U+8AC4
5561,諍,tranh tránh,⿰,言争,13.0,ngôn,言,丶一一一丨フ一ノフフ一一丨,U+8ACD
5562,諂,siểm,⿰,言臽,15.0,ngôn,言,丶一一一丨フ一ノフノ丨一フ一一,U+8AC2
5563,諚,tịnh đính,⿰,言定,15.0,ngôn,言,丶一一一丨フ一丶丶フ一丨一ノ丶,U+8ADA
5564,諫,gián,⿰,言柬,16.0,ngôn,言,丶一一一丨フ一一丨フ丶ノ一丨ノ丶,U+8AEB
5565,諳,am,⿰,言音,16.0,ngôn,言,丶一一一丨フ一丶一丶ノ一丨フ一一,U+8AF3
5566,諧,hài,⿰,言皆,16.0,ngôn,言,丶一一一丨フ一一フノフノ丨フ一一,U+8AE7
5567,諤,ngạc,⿰,言咢,16.0,ngôn,言,丶一一一丨フ一丨フ一丨フ一一一フ,U+8AE4
5568,諱,huý,⿰,言韋,16.0,ngôn,言,丶一一一丨フ一フ丨一丨フ一一フ丨,U+8AF1
5569,謔,hước,⿰,言虐,16.0,ngôn,言,丶一一一丨フ一丨一フノ一フ一フ一,U+8B14
5570,諠,huyên,⿰,言宣,16.0,ngôn,言,丶一一一丨フ一丶丶フ一丨フ一一一,U+8AE0
5571,諢,hộn ngộn,⿰,言軍,16.0,ngôn,言,丶一一一丨フ一丶フ一丨フ一一一丨,U+8AE2
5572,諷,phúng,⿰,言風,16.0,ngôn,言,丶一一一丨フ一ノフノ丨フ一丨一丶,U+8AF7
5573,諞,biển,⿰,言扁,16.0,ngôn,言,丶一一一丨フ一丶フ一ノ丨フ一丨丨,U+8ADE
5574,諛,du,⿰,言臾,15.0,ngôn,言,丶一一一丨フ一ノ丨一フ一一ノ丶,U+8ADB
5575,謌,ca,⿰,言哥,17.0,ngôn,言,丶一一一丨フ一一丨フ一丨一丨フ一丨,U+8B0C
5576,謇,kiển,⿱,𡨄言,17.0,ngôn,言,丶丶フ一一丨丨一ノ丶丶一一一丨フ一,U+8B07
5577,謚,thuỵ tự Ích ích,⿰,言益,17.0,ngôn,言,丶一一一丨フ一丶ノ一ノ丶丨フ丨丨一,U+8B1A
5578,諡,thuỵ,⿰,言㿽,16.0,ngôn,言,丶一一一丨フ一ノ丶一フ丨フ丨丨一,U+8AE1
5579,謖,tắc,⿰,言畟,17.0,ngôn,言,丶一一一丨フ一丨フ一丨一ノ丶ノフ丶,U+8B16
5580,謐,mật mịch,⿰,言𥁑,17.0,ngôn,言,丶一一一丨フ一丶フ丶ノ丶丨フ丨丨一,U+8B10
5581,謗,báng,⿰,言旁,17.0,ngôn,言,丶一一一丨フ一丶一丶ノ丶フ丶一フノ,U+8B17
5582,謠,dao,⿰,夕缶言,17.0,ngôn,言,丶一一一丨フ一ノフ丶丶ノ一一丨フ丨,U+8B20
5583,謳,âu,⿰,言區,18.0,ngôn,言,丶一一一丨フ一一丨フ一丨フ一丨フ一フ,U+8B33
5584,鞫,cúc,⿰,革訇,18.0,cách,革,一丨丨一丨フ一一丨ノフ丶一一一丨フ一,U+97AB
5585,謦,khánh,⿱,殸言,18.0,ngôn,言,一丨一フ丨一ノノフフ丶丶一一一丨フ一,U+8B26
5586,謫,trích,⿰,言啇,18.0,ngôn,言,丶一一一丨フ一丶一丶ノ丨フ一丨丨フ一,U+8B2B
5587,謾,man mạn,⿰,言曼,18.0,ngôn,言,丶一一一丨フ一丨フ一一丨フ丨丨一フ丶,U+8B3E
5588,謨,mô,⿰,言莫,17.0,ngôn,言,丶一一一丨フ一一丨丨丨フ一一一ノ丶,U+8B28
5589,譁,hoa,⿰,言華,17.0,ngôn,言,丶一一一丨フ一一丨丨一一丨丨一一丨,U+8B41
5590,譌,ngoa,⿰,言爲,19.0,ngôn,言,丶一一一丨フ一ノ丶丶ノノフフフ丶丶丶丶,U+8B4C
5591,譏,cơ ki ky kỵ,⿰,言幾,19.0,ngôn,言,丶一一一丨フ一フフ丶フフ丶一ノ丶フノ丶,U+8B4F
5592,譎,quyệt,⿰,言矞,19.0,ngôn,言,丶一一一丨フ一フ丶フ丨ノ丨フノ丶丨フ一,U+8B4E
5593,證,chứng,⿰,言登,19.0,ngôn,言,丶一一一丨フ一フ丶ノノ丶一丨フ一丶ノ一,U+8B49
5594,譖,tiếm trấm,⿰,言朁,19.0,ngôn,言,丶一一一丨フ一一フノフ一フノフ丨フ一一,U+8B56
5595,譛,trấm,⿰,言替,19.0,ngôn,言,丶一一一丨フ一一一ノ丶一一ノ丶丨フ一一,U+8B5B
5596,譚,đàm,⿰,言覃,19.0,ngôn,言,丶一一一丨フ一一丨フ丨丨一丨フ一一一丨,U+8B5A
5597,譫,chiêm thiêm thiềm,⿰,言詹,20.0,ngôn,言,丶一一一丨フ一ノフ一ノノ丶丶一一一丨フ一,U+8B6B
5598,譟,táo,⿰,言喿,20.0,ngôn,言,丶一一一丨フ一丨フ一丨フ一丨フ一一丨ノ丶,U+8B5F
5599,譬,thí,⿱,辟言,20.0,ngôn,言,フ一ノ丨フ一丶一丶ノ一一丨丶一一一丨フ一,U+8B6C
5600,譯,dịch,⿰,言睪,20.0,ngôn,言,丶一一一丨フ一丨フ丨丨一一丨一丶ノ一一丨,U+8B6F
5601,譴,khiển,⿰,言遣,20.0,ngôn,言,丶一一一丨フ一丨フ一丨一丨フ一フ一丶フ丶,U+8B74
5602,譽,dự,⿱,與言,20.0,ngôn,言,ノ丨一一一フ丨フ一一一ノ丶丶一一一丨フ一,U+8B7D
5603,讀,đậu độc,⿰,言賣,22.0,ngôn,言,丶一一一丨フ一一丨一丨フ丨丨一丨フ一一一ノ丶,U+8B80
5604,讌,yên yến,⿰,言燕,23.0,ngôn,言,丶一一一丨フ一一丨丨一丨フ一丨一一ノフ丶丶丶丶,U+8B8C
5605,讎,thù,⿲,隹言隹,23.0,ngôn,言,ノ丨丶一一一丨一丶一一一丨フ一ノ丨丶一一一丨一,U+8B8E
5606,讒,sàm,⿰,言毚,24.0,ngôn,言,丶一一一丨フ一ノフ丨フ一一フノフノフ丨フ一ノフ丶,U+8B92
5607,讓,nhượng,⿰,言襄,24.0,ngôn,言,丶一一一丨フ一丶一丨フ一丨フ一一一丨丨一ノフノ丶,U+8B93
5608,讖,sám sấm,⿰,言韱,24.0,ngôn,言,丶一一一丨フ一ノ丶ノ丶一丨一一一丨一一一一フノ丶,U+8B96
5609,讙,hoan hoán huyên,⿰,言雚,24.0,ngôn,言,丶一一一丨フ一一丨丨丨フ一丨フ一ノ丨丶一一一丨一,U+8B99
5610,讚,tán,⿰,言贊,26.0,ngôn,言,丶一一一丨フ一ノ一丨一ノフノ一丨一ノフ丨フ一一一ノ丶,U+8B9A
5611,谺,ha,⿰,谷牙,11.0,cốc,谷,ノ丶ノ丶丨フ一一フ丨ノ,U+8C3A
5612,豁,hoát khoát,⿰,害谷,17.0,cốc,谷,丶丶フ一一一丨丨フ一ノ丶ノ丶丨フ一,U+8C41
5613,谿,hoát hề khê,⿰,奚谷,17.0,cốc,谷,ノ丶丶ノフフ丶一ノ丶ノ丶ノ丶丨フ一,U+8C3F
5614,豈,khải khỉ khởi,⿱,山豆,10.0,đậu,豆,丨フ丨一丨フ一丶ノ一,U+8C48
5615,豌,oản uyển,⿰,豆宛,15.0,đậu,豆,一丨フ一丶ノ一丶丶フノフ丶フフ,U+8C4C
5616,豎,thụ,⿱,臤豆,15.0,đậu,豆,一丨フ一丨フフ丶一丨フ一丶ノ一,U+8C4E
5617,豐,phong,⿱,口山丰三豆,18.0,đậu,豆,一一一丨丨一一一丨フ丨一丨フ一丶ノ一,U+8C50
5618,豕,thỉ,⿱,㇐𧰨,7.0,thỉ,豕,一ノフノノノ丶,U+8C55
5619,豢,hoạn,⿱,龹豕,13.0,thỉ,豕,丶ノ一一ノ丶一ノフノノノ丶,U+8C62
5620,豬,trư,⿰,豕者,15.0,thỉ,豕,一ノフノノノ丶一丨一ノ丨フ一一,U+8C6C
5621,豸,trãi trĩ trại,⿻,𪺏𫁾豕廌,7.0,trĩ,豸,ノ丶丶ノフノノ,U+8C78
5622,豺,sài,⿰,豸才,10.0,trĩ,豸,ノ丶丶ノフノノ一丨ノ,U+8C7A
5623,貂,điêu,⿰,豸召,12.0,trĩ,豸,ノ丶丶ノフノノフノ丨フ一,U+8C82
5624,貉,hào hạc lạc mạ mạch,⿰,豸各,13.0,trĩ,豸,ノ丶丶ノフノノノフ丶丨フ一,U+8C89
5625,貅,hưu,⿰,豸休,13.0,trĩ,豸,ノ丶丶ノフノノノ丨一丨ノ丶,U+8C85
5626,貊,mạch,⿰,豸百,13.0,trĩ,豸,ノ丶丶ノフノノ一ノ丨フ一一,U+8C8A
5627,貍,li ly mai uất,⿰,豸里,14.0,trĩ,豸,ノ丶丶ノフノノ丨フ一一丨一一,U+8C8D
5628,貎,nghê,⿰,豸兒,15.0,trĩ,豸,ノ丶丶ノフノノノ丨一フ一一ノフ,U+8C8E
5629,貔,tì tỳ,⿰,豸𣬉,17.0,trĩ,豸,ノ丶丶ノフノノノ丨フノ丶一一フノフ,U+8C94
5630,豼,tì tỳ,⿰,豸比,11.0,trĩ,豸,ノ丶丶ノフノノ一フノフ,U+8C7C
5631,貘,mô mạc mạch,⿰,豸莫,17.0,trĩ,豸,ノ丶丶ノフノノ一丨丨丨フ一一一ノ丶,U+8C98
5632,戝,tặc,⿰,貝戈,11.0,qua,戈,丨フ一一一ノ丶一フノ丶,U+621D
5633,貭,chất,⿸⿱,𠂆十貝,11.0,bối,貝,ノノ一丨丨フ一一一ノ丶,U+8CAD
5634,貪,tham,⿱,今貝,11.0,bối,貝,ノ丶丶フ丨フ一一一ノ丶,U+8CAA
5635,貽,di,⿰,貝台,12.0,bối,貝,丨フ一一一ノ丶フ丶丨フ一,U+8CBD
5636,貲,ti ty tý,⿱,此貝,13.0,bối,貝,丨一丨一ノフ丨フ一一一ノ丶,U+8CB2
5637,貳,nhị,⿹,弍貝,12.0,bối,貝,一一一丨フ一一一ノ丶フ丶,U+8CB3
5638,貮,nhị,⿹⿱,㇐弋貝,11.0,bối,貝,一一丨フ一一一ノ丶フ丶,U+8CAE
5639,貶,biếm,⿰,貝乏,11.0,bối,貝,丨フ一一一ノ丶ノ丶フ丶,U+8CB6
5640,賈,cổ giá giả,⿱,覀貝,13.0,bối,貝,一丨フ丨丨一丨フ一一一ノ丶,U+8CC8
5641,賁,bí bôn phần phẩn phẫn,⿱,卉貝,12.0,bối,貝,一丨一丨丨丨フ一一一ノ丶,U+8CC1
5642,賤,tiện,⿰,貝戔,15.0,bối,貝,丨フ一一一ノ丶一フノ丶一フノ丶,U+8CE4
5643,賣,mại,⿱,士買,15.0,bối,貝,一丨一丨フ丨丨一丨フ一一一ノ丶,U+8CE3
5644,賚,lãi lại,⿱,來貝,15.0,bối,貝,一ノ丶ノ丶丨ノ丶丨フ一一一ノ丶,U+8CDA
5645,賽,trại tái,⿱,𡨄貝,17.0,bối,貝,丶丶フ一一丨丨一ノ丶丨フ一一一ノ丶,U+8CFD
5646,賺,trám,⿰,貝兼,17.0,bối,貝,丨フ一一一ノ丶丶ノ一フ一一丨丨ノ丶,U+8CFA
5647,賻,phụ,⿰,貝尃,17.0,bối,貝,丨フ一一一ノ丶一丨フ一一丨丶一丨丶,U+8CFB
5648,贄,chí trập,⿱,執貝,18.0,bối,貝,一丨一丶ノ一一丨ノフ丶丨フ一一一ノ丶,U+8D04
5649,贅,chuế,⿱,敖貝,17.0,bối,貝,一一丨一フノノ一ノ丶丨フ一一一ノ丶,U+8D05
5650,贊,tán,⿱,兟貝,19.0,bối,貝,ノ一丨一ノフノ一丨一ノフ丨フ一一一ノ丶,U+8D0A
5651,贇,uân,⿱,斌貝,19.0,bối,貝,丶一ノ丶一一丨一丨一フ丶丨フ一一一ノ丶,U+8D07
5652,贏,doanh,⿵,𣎆貝,20.0,bối,貝,丶一フ丨フ一ノフ一一丨フ一一一ノ丶ノフ丶,U+8D0F
5653,贍,thiệm,⿰,貝詹,20.0,bối,貝,丨フ一一一ノ丶ノフ一ノノ丶丶一一一丨フ一,U+8D0D
5654,贐,tẫn,⿰,貝盡,21.0,bối,貝,丨フ一一一ノ丶フ一一丨一丶丶丶丶丨フ丨丨一,U+8D10
5655,齎,tê tư,⿵,齊貝,21.0,tề,齊,丶一丶ノ丨フノノフ丶ノ丨一一丨フ一一一ノ丶,U+9F4E
5656,贓,tang,⿰,貝臧,21.0,bối,貝,丨フ一一一ノ丶一ノフ一ノ一丨フ一丨フフノ丶,U+8D13
5657,賍,tang,⿰,貝庄,13.0,bối,貝,丨フ一一一ノ丶丶一ノ一丨一,U+8CCD
5658,贔,bí,⿱⿰,貝貝貝,21.0,bối,貝,丨フ一一一ノ丶丨フ一一一ノ丶丨フ一一一ノ丶,U+8D14
5659,贖,thục,⿰,貝賣,22.0,bối,貝,丨フ一一一ノ丶一丨一丨フ丨丨一丨フ一一一ノ丶,U+8D16
5660,赧,noãn noản,⿰,赤𠬝,11.0,xích,赤,一丨一ノ丨ノ丶フ丨フ丶,U+8D67
5661,赭,giả,⿰,赤者,15.0,xích,赤,一丨一ノ丨ノ丶一丨一ノ丨フ一一,U+8D6D
5662,赱,tẩu,⿱,土之,6.0,tẩu,走,一丨一丶ノ丶,U+8D71
5663,赳,củ,⿺,走丩,9.0,tẩu,走,一丨一丨一ノ丶フ丨,U+8D73
5664,趁,sấn,⿺,走㐱,12.0,tẩu,走,一丨一丨一ノ丶ノ丶ノノノ,U+8D81
5665,趙,triệu,⿺,走肖,14.0,tẩu,走,一丨一丨一ノ丶丨丶ノ丨フ一一,U+8D99
5666,跂,khí kì kĩ kịch kỳ xí,⿰,⻊支,11.0,túc,足,丨フ一丨一丨一一丨フ丶,U+8DC2
5667,趾,chỉ,⿰,⻊止,11.0,túc,足,丨フ一丨一丨一丨一丨一,U+8DBE
5668,趺,phu,⿰,⻊夫,11.0,túc,足,丨フ一丨一丨一一一ノ丶,U+8DBA
5669,跏,gia già,⿰,⻊加,12.0,túc,足,丨フ一丨一丨一フノ丨フ一,U+8DCF
5670,跚,san,⿰,⻊册,12.0,túc,足,丨フ一丨一丨一ノフノフ一,U+8DDA
5671,跖,chích thác,⿰,⻊石,12.0,túc,足,丨フ一丨一丨一一ノ丨フ一,U+8DD6
5672,跌,trật điệt,⿰,⻊失,12.0,túc,足,丨フ一丨一丨一ノ一一ノ丶,U+8DCC
5673,跛,bí bả,⿰,⻊皮,12.0,túc,足,丨フ一丨一丨一フノ丨フ丶,U+8DDB
5674,跋,bạt,⿰,⻊犮,12.0,túc,足,丨フ一丨一丨一一ノフ丶丶,U+8DCB
5675,跪,quỵ,⿰,⻊危,13.0,túc,足,丨フ一丨一丨一ノフ一ノフフ,U+8DEA
5676,跫,cung củng,⿱,巩足,13.0,túc,足,一丨一ノフ丶丨フ一丨一ノ丶,U+8DEB
5677,跟,cân căn ngân,⿰,⻊艮,13.0,túc,足,丨フ一丨一丨一フ一一フノ丶,U+8DDF
5678,跣,tiên tiển,⿰,⻊先,13.0,túc,足,丨フ一丨一丨一ノ一丨一ノフ,U+8DE3
5679,跼,cục,⿰,⻊局,14.0,túc,足,丨フ一丨一丨一フ一ノフ丨フ一,U+8DFC
5680,踈,sơ,⿰,⻊束,14.0,túc,足,丨フ一丨一丨一一丨フ一丨ノ丶,U+8E08
5681,踉,lương lượng,⿰,⻊良,14.0,túc,足,丨フ一丨一丨一丶フ一一フノ丶,U+8E09
5682,跿,đồ,⿰,⻊走,14.0,túc,足,丨フ一丨一丨一一丨一丨一ノ丶,U+8DFF
5683,踝,hoã hoả khoã khoả,⿰,⻊果,15.0,túc,足,丨フ一丨一丨一丨フ一一一丨ノ丶,U+8E1D
5684,踞,cứ,⿰,⻊居,15.0,túc,足,丨フ一丨一丨一フ一ノ一丨丨フ一,U+8E1E
5685,踐,tiễn,⿰,⻊戔,15.0,túc,足,丨フ一丨一丨一一フノ丶一フノ丶,U+8E10
5686,踟,trì,⿰,⻊知,15.0,túc,足,丨フ一丨一丨一ノ一一ノ丶丨フ一,U+8E1F
5687,蹂,nhu nhụ nhựu,⿰,⻊柔,16.0,túc,足,丨フ一丨一丨一フ丶フ丨ノ一丨ノ丶,U+8E42
5688,踵,chủng,⿰,⻊重,16.0,túc,足,丨フ一丨一丨一ノ一丨フ一一丨一一,U+8E35
5689,踰,du dũ,⿰,⻊俞,16.0,túc,足,丨フ一丨一丨一ノ丶一丨フ一一丨丨,U+8E30
5690,踴,dõng dũng,⿰,⻊勇,16.0,túc,足,丨フ一丨一丨一フ丶丨フ一一丨フノ,U+8E34
5691,蹊,hề,⿰,⻊奚,17.0,túc,足,丨フ一丨一丨一ノ丶丶ノフフ丶一ノ丶,U+8E4A
5692,蹇,giản kiển,⿱,𡨄足,17.0,túc,足,丶丶フ一一丨丨一ノ丶丨フ一丨一ノ丶,U+8E47
5693,蹉,sa tha,⿰,⻊差,16.0,túc,足,丨フ一丨一丨一丶ノ一一一ノ一丨一,U+8E49
5694,蹌,thương,⿰,⻊倉,17.0,túc,足,丨フ一丨一丨一ノ丶丶フ一一ノ丨フ一,U+8E4C
5695,蹐,tích,⿰,⻊脊,17.0,túc,足,丨フ一丨一丨一丶一ノノ丶丶丨フ一一,U+8E50
5696,蹈,đạo,⿰,⻊舀,17.0,túc,足,丨フ一丨一丨一ノ丶丶ノノ丨一フ一一,U+8E48
5697,蹙,túc xúc,⿱,戚足,18.0,túc,足,一ノ丨一一丨ノ丶フノ丶丨フ一丨一ノ丶,U+8E59
5698,蹤,tung,⿰,⻊從,18.0,túc,足,丨フ一丨一丨一ノノ丨ノ丶ノ丶丨一ノ丶,U+8E64
5699,蹠,chích,⿰,⻊庶,18.0,túc,足,丨フ一丨一丨一丶一ノ一丨丨一丶丶丶丶,U+8E60
5700,踪,tung,⿰,⻊宗,15.0,túc,足,丨フ一丨一丨一丶丶フ一一丨ノ丶,U+8E2A
5701,蹣,bàn man,⿰,⻊㒼,18.0,túc,足,丨フ一丨一丨一一丨丨一丨フ丨ノ丶ノ丶,U+8E63
5702,蹕,tất,⿰,⻊畢,17.0,túc,足,丨フ一丨一丨一丨フ一一一丨丨一一丨,U+8E55
5703,蹶,quyết quệ,⿰,⻊厥,19.0,túc,足,丨フ一丨一丨一一ノ丶ノ一フ丨ノノフノ丶,U+8E76
5704,蹲,thuẫn tồn tỗn,⿰,⻊尊,19.0,túc,足,丨フ一丨一丨一丶ノ一丨フノフ一一一丨丶,U+8E72
5705,蹼,bốc phốc,⿰,⻊菐,19.0,túc,足,丨フ一丨一丨一丨丨丶ノ一丶ノ一一一ノ丶,U+8E7C
5706,躁,táo,⿰,⻊喿,20.0,túc,足,丨フ一丨一丨一丨フ一丨フ一丨フ一一丨ノ丶,U+8E81
5707,躇,sước trù trừ xước,⿰,⻊著,18.0,túc,足,丨フ一丨一丨一一丨丨一丨一ノ丨フ一一,U+8E87
5708,躅,trạc trục,⿰,⻊蜀,20.0,túc,足,丨フ一丨一丨一丨フ丨丨一ノフ丨フ一丨一丶,U+8E85
5709,躄,tích,⿱,辟足,20.0,túc,足,フ一ノ丨フ一丶一丶ノ一一丨丨フ一丨一ノ丶,U+8E84
5710,躋,tê tễ,⿰,⻊齊,21.0,túc,足,丨フ一丨一丨一丶一丶ノ丨フノノフ丶ノ丨一一,U+8E8B
5711,躊,trù,⿰,⻊壽,21.0,túc,足,丨フ一丨一丨一一丨一フ一丨一一丨フ一一丨丶,U+8E8A
5712,躓,chí tri trí,⿰,⻊質,22.0,túc,足,丨フ一丨一丨一ノノ一丨ノノ一丨丨フ一一一ノ丶,U+8E93
5713,躑,trịch,⿰,⻊鄭,21.0,túc,足,丨フ一丨一丨一丶ノ一丨フノフ一一一ノ丶フ丨,U+8E91
5714,躔,triền,⿰,⻊廛,22.0,túc,足,丨フ一丨一丨一丶一ノ丨フ一一丨一一ノ丶一丨一,U+8E94
5715,躙,lận,⿰,⻊閵,23.0,túc,足,丨フ一丨一丨一丨フ一一丨フ一一ノ丨丶一一一丨一,U+8E99
5716,躪,lận,⿰,⻊藺,26.0,túc,足,丨フ一丨一丨一一丨丨丨フ一一丨フ一一ノ丨丶一一一丨一,U+8EAA
5717,躡,nhiếp niếp,⿰,⻊聶,25.0,túc,足,丨フ一丨一丨一一丨丨一一一一丨丨一一一一丨丨一一一,U+8EA1
5718,躬,cung,⿰,身弓,10.0,thân,身,ノ丨フ一一一ノフ一フ,U+8EAC
5719,躰,thể,⿰,身本,12.0,thân,身,ノ丨フ一一一ノ一丨ノ丶一,U+8EB0
5720,軆,thể,⿰,身豊,20.0,thân,身,ノ丨フ一一一ノ丨フ一丨丨一一丨フ一丶ノ一,U+8EC6
5721,躱,đoá,⿰,身朶,13.0,thân,身,ノ丨フ一一一ノフノ一丨ノ丶,U+8EB1
5722,躾,tú sự,⿰,身美羊大,16.0,thân,身,ノ丨フ一一一ノ丶ノ一一丨一一ノ丶,U+8EBE
5723,軅,diên diễn,⿰,身㕍厂隹,19.0,thân,身,ノ丨フ一一一ノ一ノノ丨ノ丨丶一一一丨一,U+8EC5
5724,軈,oanh,⿰,身應广倠䧹心,24.0,thân,身,ノ丨フ一一一ノ丶一ノノ丨ノ丨丶一一一丨一丶フ丶丶,U+8EC8
5725,軋,ca loát yết,⿰,車乚,8.0,xa,車,一丨フ一一一丨フ,U+8ECB
5726,軛,ách,⿰,車厄,11.0,xa,車,一丨フ一一一丨一ノフフ,U+8EDB
5727,軣,hoanh oanh,⿱,車八,11.0,xa,車,一丨フ一一一丨丶一ノ丶,U+8EE3
5728,軼,dật triệt điệt,⿰,車失,12.0,xa,車,一丨フ一一一丨ノ一一ノ丶,U+8EFC
5729,軻,kha,⿰,車可,12.0,xa,車,一丨フ一一一丨一丨フ一丨,U+8EFB
5730,軫,chẩn,⿰,車㐱,12.0,xa,車,一丨フ一一一丨ノ丶ノノノ,U+8EEB
5731,軾,thức,⿰,車式,13.0,xa,車,一丨フ一一一丨一一丨一フ丶,U+8EFE
5732,輊,chí,⿰,車至,13.0,xa,車,一丨フ一一一丨一フ丶一丨一,U+8F0A
5733,輅,hạch lộ nhạ,⿰,車各,13.0,xa,車,一丨フ一一一丨ノフ丶丨フ一,U+8F05
5734,輕,khinh khánh,⿰,車巠,14.0,xa,車,一丨フ一一一丨一フフフ一丨一,U+8F15
5735,輒,triếp,⿰,車耴,14.0,xa,車,一丨フ一一一丨一丨丨一一一フ,U+8F12
5736,輙,triếp,⿰,車取,15.0,xa,車,一丨フ一一一丨一丨丨一一一フ丶,U+8F19
5737,輓,vãn,⿰,車免,14.0,xa,車,一丨フ一一一丨ノフ丨フ一ノフ,U+8F13
5738,輜,chuy tri truy,⿰,車甾,15.0,xa,車,一丨フ一一一丨フフフ丨フ一丨一,U+8F1C
5739,輟,chuyết xuyết,⿰,車叕,15.0,xa,車,一丨フ一一一丨フ丶フ丶フ丶フ丶,U+8F1F
5740,輛,lượng lạng,⿰,車兩,15.0,xa,車,一丨フ一一一丨一丨フ丨ノ丶ノ丶,U+8F1B
5741,輌,lạng lượng,⿰,車両,13.0,xa,車,一丨フ一一一丨一丨フ丨フ丨,U+8F0C
5742,輦,liễn,⿱,㚘車,15.0,xa,車,一一ノ丶一一ノ丶一丨フ一一一丨,U+8F26
5743,輳,thấu,⿰,車奏,16.0,xa,車,一丨フ一一一丨一一一ノ丶一一ノ丶,U+8F33
5744,輻,bức phúc,⿰,車畐,16.0,xa,車,一丨フ一一一丨一丨フ一丨フ一丨一,U+8F3B
5745,輹,bức phúc phục,⿰,車复,16.0,xa,車,一丨フ一一一丨ノ一丨フ一一ノフ丶,U+8F39
5746,轅,viên,⿰,車袁,17.0,xa,車,一丨フ一一一丨一丨一丨フ一ノフノ丶,U+8F45
5747,轂,cốc,⿹,𣪊車,17.0,xa,車,一丨一丶フ一一丨フ一一一丨ノフフ丶,U+8F42
5748,輾,niển niễn triển,⿰,車展,17.0,xa,車,一丨フ一一一丨フ一ノ一丨丨一フノ丶,U+8F3E
5749,轌,tuyết,⿰,車雪雨彐,18.0,xa,車,一丨フ一一一丨一丶フ丨丶丶丶丶フ一一,U+8F4C
5750,轉,chuyến chuyển,⿰,車專,18.0,xa,車,一丨フ一一一丨一丨フ一一丨一丶一丨丶,U+8F49
5751,轆,lộc,⿰,車鹿,18.0,xa,車,一丨フ一一一丨丶一ノフ丨丨一一フノフ,U+8F46
5752,轎,kiệu,⿰,車喬,19.0,xa,車,一丨フ一一一丨ノ一ノ丶丨フ一丨フ丨フ一,U+8F4E
5753,轗,khảm,⿰,車感,20.0,xa,車,一丨フ一一一丨一ノ一丨フ一フノ丶丶フ丶丶,U+8F57
5754,轜,nhi,⿰,車需,21.0,xa,車,一丨フ一一一丨一丶フ丨丶丶丶丶一ノ丨フ丨丨,U+8F5C
5755,轢,lịch,⿰,車樂,22.0,xa,車,一丨フ一一一丨ノ丨フ一一フフ丶フフ丶一丨ノ丶,U+8F62
5756,轣,lịch,⿰,車歷,23.0,xa,車,一丨フ一一一丨一ノノ一丨ノ丶ノ一丨ノ丶丨一丨一,U+8F63
5757,轤,lô lư,⿰,車盧,23.0,xa,車,一丨フ一一一丨丨一フノ一フ丨フ一丨一丨フ丨丨一,U+8F64
5758,辜,cô,⿱,古辛,12.0,tân,辛,一丨丨フ一丶一丶ノ一一丨,U+8F9C
5759,辟,bách bễ phích thí tích tịch tỵ,⿰,𡰪辛,13.0,tân,辛,フ一ノ丨フ一丶一丶ノ一一丨,U+8F9F
5760,辣,lạt,⿰,辛束,14.0,tân,辛,丶一丶ノ一一ノ一丨フ一丨ノ丶,U+8FA3
5761,辭,từ,⿰⿱⿱⿵⿱,爫龴冂厶又辛,19.0,tân,辛,ノ丶丶ノフ丶丨フフ丶フ丶丶一丶ノ一一丨,U+8FAD
5762,辯,biếm biến biện bạn phán,⿴,辡言,21.0,tân,辛,丶一丶ノ一一ノ丶一一一丨フ一丶一丶ノ一一丨,U+8FAF
5763,辷,dịch lướt,⿺,辵一,4.0,sước,辵,一丶フ丶,U+8FB7
5764,迚,đồ đạt,⿺,辵中,7.0,sước,辵,丨フ一丨丶フ丶,U+8FDA
5765,迥,huýnh quýnh,⿺,辶冋,8.0,sước,辵,丨フ丨フ一丶フ丶,U+8FE5
5766,迢,thiều điều,⿺,辶召,8.0,sước,辵,フノ丨フ一丶フ丶,U+8FE2
5767,迪,địch,⿺,辶由,8.0,sước,辵,丨フ一丨一丶フ丶,U+8FEA
5768,迯,đào,⿺,辶外,8.0,sước,辵,ノフ丶丨丶丶フ丶,U+8FEF
5769,邇,nhĩ,⿺,辶爾,17.0,sước,辵,一ノ丶丨フ丨ノ丶ノ丶ノ丶ノ丶丶フ丶,U+9087
5770,迴,hồi,⿺,辶回,9.0,sước,辵,丨フ丨フ一一丶フ丶,U+8FF4
5771,逅,cấu,⿺,辶后,9.0,sước,辵,ノノ一丨フ一丶フ丶,U+9005
5772,迹,tích,⿺,辶亦,9.0,sước,辵,丶一ノ丨ノ丶丶フ丶,U+8FF9
